2025-09-24 10:19:56 | WARNING  | __main__:run_forever:314 - 所有机器(2台)均已断开连接
2025-09-24 10:22:08 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:22:08 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:22:08 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:22:08 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:22:08 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:22:08 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:22:08 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:22:08 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:22:08 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:22:08 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:22:08 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:22:08 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:22:08 | ERROR    | system_monitor:start_monitoring:301 - PLC连接断开，尝试重新连接...
2025-09-24 10:22:08 | INFO     | modbus_client:reconnect:201 - 尝试重新连接PLC...
2025-09-24 10:22:10 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 sk.yunenjoy.cn:61464
2025-09-24 10:22:28 | WARNING  | __main__:run_forever:314 - 所有机器(2台)均已断开连接
2025-09-24 10:22:30 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 139.155.173.66:61464
2025-09-24 10:22:40 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:22:40 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:22:40 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:22:40 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:22:40 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:22:40 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:22:40 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:22:40 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:22:40 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:22:40 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:22:40 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:22:40 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:22:40 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:22:40 | ERROR    | system_monitor:start_monitoring:301 - PLC连接断开，尝试重新连接...
2025-09-24 10:22:40 | INFO     | modbus_client:reconnect:201 - 尝试重新连接PLC...
2025-09-24 10:22:42 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 sk.yunenjoy.cn:61464
2025-09-24 10:22:58 | WARNING  | __main__:run_forever:314 - 所有机器(2台)均已断开连接
2025-09-24 10:23:01 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 139.155.173.66:61464
2025-09-24 10:23:12 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:23:12 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:23:12 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:23:12 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:23:12 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:23:12 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:23:12 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:23:12 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:23:12 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:23:12 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:23:12 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:23:12 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:23:12 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:23:12 | ERROR    | system_monitor:start_monitoring:301 - PLC连接断开，尝试重新连接...
2025-09-24 10:23:12 | INFO     | modbus_client:reconnect:201 - 尝试重新连接PLC...
2025-09-24 10:23:15 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 sk.yunenjoy.cn:61464
2025-09-24 10:23:29 | WARNING  | __main__:run_forever:314 - 所有机器(2台)均已断开连接
2025-09-24 10:23:31 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 139.155.173.66:61464
2025-09-24 10:23:45 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:23:45 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:23:45 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:23:45 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:23:45 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:23:45 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:23:45 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:23:45 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:23:45 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:23:45 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:23:45 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:23:45 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:23:45 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:23:45 | ERROR    | system_monitor:start_monitoring:301 - PLC连接断开，尝试重新连接...
2025-09-24 10:23:45 | INFO     | modbus_client:reconnect:201 - 尝试重新连接PLC...
2025-09-24 10:23:47 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 sk.yunenjoy.cn:61464
2025-09-24 10:23:59 | WARNING  | __main__:run_forever:314 - 所有机器(2台)均已断开连接
2025-09-24 10:24:01 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 139.155.173.66:61464
2025-09-24 10:24:17 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:24:17 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:24:17 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:24:17 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:24:17 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:24:17 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:24:17 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:24:17 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:24:17 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:24:17 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:24:17 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:24:17 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:24:17 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:24:17 | ERROR    | system_monitor:start_monitoring:301 - PLC连接断开，尝试重新连接...
2025-09-24 10:24:17 | INFO     | modbus_client:reconnect:201 - 尝试重新连接PLC...
2025-09-24 10:24:19 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 sk.yunenjoy.cn:61464
2025-09-24 10:24:29 | WARNING  | __main__:run_forever:314 - 所有机器(2台)均已断开连接
2025-09-24 10:24:31 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 139.155.173.66:61464
2025-09-24 10:24:49 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:24:49 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:24:49 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:24:49 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:24:49 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:24:49 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:24:49 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:24:49 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:24:49 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:24:49 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:24:49 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:24:49 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:24:49 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:24:49 | ERROR    | system_monitor:start_monitoring:301 - PLC连接断开，尝试重新连接...
2025-09-24 10:24:49 | INFO     | modbus_client:reconnect:201 - 尝试重新连接PLC...
2025-09-24 10:24:52 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 sk.yunenjoy.cn:61464
2025-09-24 10:24:59 | WARNING  | __main__:run_forever:314 - 所有机器(2台)均已断开连接
2025-09-24 10:25:02 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 139.155.173.66:61464
2025-09-24 10:25:22 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:25:22 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:25:22 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:25:22 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:25:22 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:25:22 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:25:22 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:25:22 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:25:22 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:25:22 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:25:22 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:25:22 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:25:22 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:25:22 | ERROR    | system_monitor:start_monitoring:301 - PLC连接断开，尝试重新连接...
2025-09-24 10:25:22 | INFO     | modbus_client:reconnect:201 - 尝试重新连接PLC...
2025-09-24 10:25:24 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 sk.yunenjoy.cn:61464
2025-09-24 10:25:30 | WARNING  | __main__:run_forever:314 - 所有机器(2台)均已断开连接
2025-09-24 10:25:32 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 139.155.173.66:61464
2025-09-24 10:25:54 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:25:54 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:25:54 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:25:54 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:25:54 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:25:54 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:25:54 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:25:54 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:25:54 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:25:54 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:25:54 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:25:54 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:25:54 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:25:54 | ERROR    | system_monitor:start_monitoring:301 - PLC连接断开，尝试重新连接...
2025-09-24 10:25:54 | INFO     | modbus_client:reconnect:201 - 尝试重新连接PLC...
2025-09-24 10:25:56 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 sk.yunenjoy.cn:61464
2025-09-24 10:26:00 | WARNING  | __main__:run_forever:314 - 所有机器(2台)均已断开连接
2025-09-24 10:26:02 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 139.155.173.66:61464
2025-09-24 10:26:26 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:26:26 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:26:26 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:26:26 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:26:26 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:26:26 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:26:26 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:26:26 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:26:26 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:26:26 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:26:26 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:26:26 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:26:26 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:26:26 | ERROR    | system_monitor:start_monitoring:301 - PLC连接断开，尝试重新连接...
2025-09-24 10:26:26 | INFO     | modbus_client:reconnect:201 - 尝试重新连接PLC...
2025-09-24 10:26:29 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 sk.yunenjoy.cn:61464
2025-09-24 10:26:31 | WARNING  | __main__:run_forever:314 - 所有机器(2台)均已断开连接
2025-09-24 10:26:33 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 139.155.173.66:61464
2025-09-24 10:26:59 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:26:59 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:26:59 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:26:59 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:26:59 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:26:59 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:26:59 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:26:59 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:26:59 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:26:59 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:26:59 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:26:59 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:26:59 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:26:59 | ERROR    | system_monitor:start_monitoring:301 - PLC连接断开，尝试重新连接...
2025-09-24 10:26:59 | INFO     | modbus_client:reconnect:201 - 尝试重新连接PLC...
2025-09-24 10:27:01 | WARNING  | __main__:run_forever:314 - 所有机器(2台)均已断开连接
2025-09-24 10:27:01 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 sk.yunenjoy.cn:61464
2025-09-24 10:27:03 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 139.155.173.66:61464
2025-09-24 10:27:31 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:27:31 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:27:31 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:27:31 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:27:31 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:27:31 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:27:31 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:27:31 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:27:31 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:27:31 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:27:31 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:27:31 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:27:31 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:27:31 | ERROR    | system_monitor:start_monitoring:301 - PLC连接断开，尝试重新连接...
2025-09-24 10:27:31 | INFO     | modbus_client:reconnect:201 - 尝试重新连接PLC...
2025-09-24 10:27:31 | WARNING  | __main__:run_forever:314 - 所有机器(2台)均已断开连接
2025-09-24 10:27:34 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 sk.yunenjoy.cn:61464
2025-09-24 10:27:34 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 139.155.173.66:61464
2025-09-24 10:28:02 | WARNING  | __main__:run_forever:314 - 所有机器(2台)均已断开连接
2025-09-24 10:28:04 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:28:04 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:28:04 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:28:04 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:28:04 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:28:04 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:28:04 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:28:04 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:28:04 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:28:04 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:28:04 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:28:04 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:28:04 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:28:04 | ERROR    | system_monitor:start_monitoring:301 - PLC连接断开，尝试重新连接...
2025-09-24 10:28:04 | INFO     | modbus_client:reconnect:201 - 尝试重新连接PLC...
2025-09-24 10:28:04 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 139.155.173.66:61464
2025-09-24 10:28:06 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 sk.yunenjoy.cn:61464
2025-09-24 10:28:32 | WARNING  | __main__:run_forever:314 - 所有机器(2台)均已断开连接
2025-09-24 10:28:34 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 139.155.173.66:61464
2025-09-24 10:28:36 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:28:36 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:28:36 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:28:36 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:28:36 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:28:36 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:28:36 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:28:36 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:28:36 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:28:36 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:28:36 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:28:36 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 10:28:36 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
